Id,Source,Target,Type
0,47f4f9f0fea1a010ef1aee9602427be8,a3df2842f923676652da2add52560ccf,directed
1,366c794029a7803bfc2e23cd447327a2,cc6a8d622a40b5dd6f95d7019b38f3a6,directed
2,63e053715b2d1321605fc2563f1010d6,136e4068df61113b40cd8707ff4f98ec,directed
3,a89b77ce74f04d14cf50891bc97a7b11,caa68aad5cb558e05126dcb3fa6deb90,directed
4,616ce941853e603ae892a99b390d711b,4207fd7e52952a8540c8c23455ccb853,directed
5,26a6688bc74fcf549231191d304671f9,b4429b05b01f3524f76c85d6424634e4,directed
6,dfc41d1140421f31b6f396ce835e5143,a3df2842f923676652da2add52560ccf,directed
7,039a38fafabf06410a7cd43ead491670,7a62f6e4fc0611e8a24355f4564fcc81,directed
8,039a38fafabf06410a7cd43ead491670,136e4068df61113b40cd8707ff4f98ec,directed
9,039a38fafabf06410a7cd43ead491670,acf04c37feeb7f8e7eea3934b77f0214,directed
10,039a38fafabf06410a7cd43ead491670,6e812f15b616fcfaf33d986f938baf9b,directed
11,1a60bb34e22c9704db82cd0d8e084bfb,187a55029cc84cc4a7ee675bb1ac1334,directed
12,a4c83326497c266f34e3a05a31281531,20fe3e8404a27b9056daedba8ddda213,directed
13,cc6a8d622a40b5dd6f95d7019b38f3a6,6bb3e28a7b951ec6ee7c0711847b0f5b,directed
14,cc6a8d622a40b5dd6f95d7019b38f3a6,43fb0dc7bada59a6ee24bcf9a15417e2,directed
15,ef838c442f137b0096aa0b02400e9329,136e4068df61113b40cd8707ff4f98ec,directed
16,f97d4ee2fc68b1b069288c0993315c90,136e4068df61113b40cd8707ff4f98ec,directed
17,66859b51d093fd69d4b3d6cbb4880f17,79546697ef6a59fce10b3f0db06872ac,directed
18,66859b51d093fd69d4b3d6cbb4880f17,efd7682b05a3f23e8718b5d857dab1a2,directed
19,66859b51d093fd69d4b3d6cbb4880f17,136e4068df61113b40cd8707ff4f98ec,directed
20,1c17a922adac51c3dcc55135ac501924,8b1b76f3c7d744d45cdbd47ac125f0ed,directed
21,3c45700ddd6086ded98f0b85415ad89a,e45788b63cb10ef3652f7de0fe406c58,directed
22,eeb5529f5735aa53627e6dd33b5a2ac7,b4429b05b01f3524f76c85d6424634e4,directed
23,8af909a2c667c3bea2ebc807512bc328,23ca86884839ac32ec7995c37f10c5d3,directed
24,134d64cc1a78f5950598a70aa4987a1c,36edf23adc93d819355ff4ab6b635703,directed
25,2285625a11010c104f4d71b055ab1071,52d8b7a27fd2ceb1575cdefed0365651,directed
26,493b2434e7227452cd6b21c1c196898e,5bce42ffc6da2ee653d991ef976235c6,directed
27,7403fc78d0017f412fdd437d9dbb13fa,134d64cc1a78f5950598a70aa4987a1c,directed
28,7403fc78d0017f412fdd437d9dbb13fa,36edf23adc93d819355ff4ab6b635703,directed
29,caa68aad5cb558e05126dcb3fa6deb90,136e4068df61113b40cd8707ff4f98ec,directed
30,339573113f49469b84c75d18e7cd2b5c,52d8b7a27fd2ceb1575cdefed0365651,directed
31,cfe702f906b4720891c2858662993c5e,136e4068df61113b40cd8707ff4f98ec,directed
32,cfe702f906b4720891c2858662993c5e,79546697ef6a59fce10b3f0db06872ac,directed
33,1ebd0fc64a52841925571ce2d285854b,8172d2b25e816a970946a63add7c06cf,directed
34,81ce7f3cac7a58e39a205121af535af8,66859b51d093fd69d4b3d6cbb4880f17,directed
35,fb9975f6e51ece4a43c7c835c6806472,4207fd7e52952a8540c8c23455ccb853,directed
36,e334ce188da13c28e294019e62f43aa0,4207fd7e52952a8540c8c23455ccb853,directed
37,e334ce188da13c28e294019e62f43aa0,cfe702f906b4720891c2858662993c5e,directed
38,e334ce188da13c28e294019e62f43aa0,36edf23adc93d819355ff4ab6b635703,directed
39,e334ce188da13c28e294019e62f43aa0,136e4068df61113b40cd8707ff4f98ec,directed
40,203238acbbe43266d7e9a4065ce93332,7a62f6e4fc0611e8a24355f4564fcc81,directed
41,581553fb900ee2663303502e48ef0475,c348c6290481ac7caeda60a6fbc766dc,directed
42,a7158a50017bcdff56594807a0cdbe85,4cda9f55d118207ac984958ed983f702,directed
43,7ac650e27a06b76e4143b8e4a947b565,63e053715b2d1321605fc2563f1010d6,directed
44,136e4068df61113b40cd8707ff4f98ec,9e67f5d3f35f64dda3c09e02db8107cc,directed
45,63c1580a02f955348eac0a47f628aa08,e45788b63cb10ef3652f7de0fe406c58,directed
46,0f71f2223176f41e121074c6c407aa58,f15bf3d8c04329d56d24ce135ed6f79f,directed
47,3ffad542f107c36cd3c6954de34504a2,c3fa5222adca5bccb61b4d226e238b18,directed
48,6b0c4e849d2bf784deb2953cbb9d87ab,e45788b63cb10ef3652f7de0fe406c58,directed
49,800b3c51c9793ba0c859c7b0c164c80a,23b0253031c49bd09fde9d32da70a6c4,directed
50,3031795ccf713c87fdb3edb3b89fb237,a3df2842f923676652da2add52560ccf,directed
51,8172d2b25e816a970946a63add7c06cf,136e4068df61113b40cd8707ff4f98ec,directed
52,8172d2b25e816a970946a63add7c06cf,7f3c93441021afdae2c2fc3065a4fd6b,directed
53,0c2e81053e376c4fc91b3ff0a5368c1e,7cdc3565a8f5022acd49fe1c3c970263,directed
54,1d221e591a644d847392a3656bba5234,a3df2842f923676652da2add52560ccf,directed
55,1869620be301f8dd64b719b705ee5987,6bb3e28a7b951ec6ee7c0711847b0f5b,directed
56,7ee9b48fdec16528f95590b03468bd39,e9f848a32169b3f9eaa7117bb9ee1ba9,directed
57,9e67f5d3f35f64dda3c09e02db8107cc,be239677674de44db508a02d39ed577f,directed
58,9e67f5d3f35f64dda3c09e02db8107cc,9e67f5d3f35f64dda3c09e02db8107cc,directed
59,bcbcf3c2c103d8dfe7fd75249d777e1a,136e4068df61113b40cd8707ff4f98ec,directed
60,bcbcf3c2c103d8dfe7fd75249d777e1a,956aa4ea9f0dfd1b4cacb124339f7210,directed
61,3e6f2119b838299b4b89193fe541ea5a,971ac7c0d6473ac46033c32ad7a97693,directed
62,2ed9e7612127706dbcdf676ae8b38f74,b4429b05b01f3524f76c85d6424634e4,directed
63,bb90e2e4c056dea1f00997f0ddfd079b,136e4068df61113b40cd8707ff4f98ec,directed
64,e2b08e4f406c0c4e65401729e2b2a785,7ee9b48fdec16528f95590b03468bd39,directed
65,a9b60f96e748005094b4202af3177e32,136e4068df61113b40cd8707ff4f98ec,directed
66,a9b60f96e748005094b4202af3177e32,32bf89a93e85e7c43641f0734c25d51b,directed
67,4f4678912a2b27576ec6360eac08c9a4,a3df2842f923676652da2add52560ccf,directed
68,b14565ebf07dde90f8ae915c83d0b0b4,b08ff74b916eaab3e57938502b58bf84,directed
69,79f64104847b1aa8583c4a279953e852,63e053715b2d1321605fc2563f1010d6,directed
70,79f64104847b1aa8583c4a279953e852,956aa4ea9f0dfd1b4cacb124339f7210,directed
71,34c35bc7ed3137487fe83cb83cf4104f,800b3c51c9793ba0c859c7b0c164c80a,directed
72,34c35bc7ed3137487fe83cb83cf4104f,7f3c93441021afdae2c2fc3065a4fd6b,directed
73,f4060f2ec9b721a4c2f784df4454dcdd,8b1b76f3c7d744d45cdbd47ac125f0ed,directed
74,45c76215779087a9f71bb5549f315b08,fe2889c416962e5883e418bb5eb4fdd1,directed
75,45c76215779087a9f71bb5549f315b08,fe2889c416962e5883e418bb5eb4fdd1,directed
76,a3df2842f923676652da2add52560ccf,136e4068df61113b40cd8707ff4f98ec,directed
77,3a563a971a621f9ce5990438e364c2fd,ee289376a9c48ed8aa9f0d8264e0b82f,directed
78,3a563a971a621f9ce5990438e364c2fd,81ce7f3cac7a58e39a205121af535af8,directed
79,3a563a971a621f9ce5990438e364c2fd,e45788b63cb10ef3652f7de0fe406c58,directed
80,4cda9f55d118207ac984958ed983f702,fe3ba1ff7b01c66c5ebe3debad90e0d6,directed
